-0.89767,-1.2777,-0.42998,-0.12929
-0.17309,-0.5858,0.19345,0.13278
0.55149,0.56735,1.2703,1.7052
-0.052331,-0.81643,0.76021,0.91899
1.5176,-0.12454,1.2136,1.1811
0.55149,-0.35517,1.0436,0.78795
0.79301,-0.12454,1.1569,1.3121
2.1214,-0.12454,1.6103,1.1811
-1.1392,-1.2777,0.42016,0.65692
1.7591,-0.35517,1.4403,0.78795
1.0345,-1.2777,1.1569,0.78795
1.6384,1.2592,1.327,1.7052
0.79301,0.33672,0.76021,1.05
0.67225,-0.81643,0.87356,0.91899
1.1553,-0.12454,0.98692,1.1811
-0.17309,-1.2777,0.70354,1.05
-0.052331,-0.5858,0.76021,1.5742
0.67225,0.33672,0.87356,1.4431
0.79301,-0.12454,0.98692,0.78795
2.2422,1.7205,1.667,1.3121
2.2422,-1.0471,1.7804,1.4431
0.1892,-1.9696,0.70354,0.39485
1.2761,0.33672,1.1003,1.4431
-0.29386,-0.5858,0.64686,1.05
2.2422,-0.5858,1.667,1.05
0.55149,-0.81643,0.64686,0.78795
1.0345,0.56735,1.1003,1.1811
1.6384,0.33672,1.2703,0.78795
0.43072,-0.5858,0.59018,0.78795
0.30996,-0.12454,0.64686,0.78795
0.67225,-0.5858,1.0436,1.1811
1.6384,-0.12454,1.1569,0.52588
1.8799,-0.5858,1.327,0.91899
2.4837,1.7205,1.497,1.05
0.67225,-0.5858,1.0436,1.3121
0.55149,-0.5858,0.76021,0.39485
0.30996,-1.0471,1.0436,0.26382
2.2422,-0.12454,1.327,1.4431
0.55149,0.79798,1.0436,1.5742
0.67225,0.10609,0.98692,0.78795
0.1892,-0.12454,0.59018,0.78795
1.2761,0.10609,0.93024,1.1811
1.0345,0.10609,1.0436,1.5742
1.2761,0.10609,0.76021,1.4431
-0.052331,-0.81643,0.76021,0.91899
1.1553,0.33672,1.2136,1.4431
1.0345,0.56735,1.1003,1.7052
1.0345,-0.12454,0.81689,1.4431
0.55149,-1.2777,0.70354,0.91899
0.79301,-0.12454,0.81689,1.05
0.43072,0.79798,0.93024,1.4431
0.068433,-0.12454,0.76021,0.78795
